date,volume_t-20,volume_t-19,volume_t-18,volume_t-17,volume_t-16,volume_t-15,volume_t-14,volume_t-13,volume_t-12,volume_t-11,volume_t-10,volume_t-9,volume_t-8,volume_t-7,volume_t-6,volume_t-5,volume_t-4,volume_t-3,volume_t-2,volume_t-1,volume
2016-11-30,2240428,2510054,2220908,1723957,2136740,3501243,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2238575
2016-12-01,2510054,2220908,1723957,2136740,3501243,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2823273
2016-12-02,2220908,1723957,2136740,3501243,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2153515
2016-12-05,1723957,2136740,3501243,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,2495020
2016-12-06,2136740,3501243,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1136658
2016-12-07,3501243,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1815238
2016-12-08,2558722,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1848936
2016-12-09,2219255,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1937622
2016-12-12,3443200,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1851517
2016-12-13,4710170,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,1734678
2016-12-14,4026754,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,2044052
2016-12-15,2070609,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,1338905
2016-12-16,3148538,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,2103155
2016-12-19,2540067,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1084164
2016-12-20,2831226,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1552366
2016-12-21,1926275,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,1652288
2016-12-22,877140,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,968296
2016-12-23,2241795,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,727682
2016-12-27,1952118,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1535489
2016-12-28,2238575,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,1177275
2016-12-29,2823273,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,891398
2016-12-30,2153515,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1216100
2017-01-03,2495020,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1739726
2017-01-04,1136658,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1821264
2017-01-05,1815238,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,1503763
2017-01-06,1848936,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2883483
2017-01-09,1937622,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,2575328
2017-01-10,1851517,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,1560549
2017-01-11,1734678,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,5624332
2017-01-12,2044052,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,3276952
2017-01-13,1338905,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1568923
2017-01-17,2103155,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1939449
2017-01-18,1084164,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1523508
2017-01-19,1552366,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1346142
2017-01-20,1652288,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,1701695
2017-01-23,968296,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2013878
2017-01-24,727682,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,2741915
2017-01-25,1535489,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,3073228
2017-01-26,1177275,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1895562
2017-01-27,891398,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,1527822
2017-01-30,1216100,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2266487
2017-01-31,1739726,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2552612
2017-02-01,1821264,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,2244604
2017-02-02,1503763,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1352525
2017-02-03,2883483,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,1191855
2017-02-06,2575328,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,952095
2017-02-07,1560549,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2170720
2017-02-08,5624332,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2107079
2017-02-09,3276952,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2557747
2017-02-10,1568923,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,2092479
2017-02-13,1939449,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,1568350
2017-02-14,1523508,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,3546878
2017-02-15,1346142,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,5724488
2017-02-16,1701695,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2550439
2017-02-17,2013878,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2195788
2017-02-21,2741915,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,2036993
2017-02-22,3073228,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1632886
2017-02-23,1895562,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1006867
2017-02-24,1527822,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1612698
2017-02-27,2266487,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1195138
2017-02-28,2552612,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,1417772
2017-03-01,2244604,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,2026600
2017-03-02,1352525,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1706500
2017-03-03,1191855,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1824423
2017-03-06,952095,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,1884477
2017-03-07,2170720,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,2233561
2017-03-08,2107079,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1517642
2017-03-09,2557747,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1259407
2017-03-10,2092479,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1860508
2017-03-13,1568350,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1376191
2017-03-14,3546878,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,1203368
2017-03-15,5724488,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,4117983
2017-03-16,2550439,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,2676915
2017-03-17,2195788,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1936902
2017-03-20,2036993,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1221409
2017-03-21,1632886,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1492698
2017-03-22,1006867,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1257072
2017-03-23,1612698,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,1717929
2017-03-24,1195138,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,2015289
2017-03-27,1417772,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1446568
2017-03-28,2026600,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1312688
2017-03-29,1706500,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1469882
2017-03-30,1824423,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1627592
2017-03-31,1884477,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1705625
2017-04-03,2233561,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,1550227
2017-04-04,1517642,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,2017094
2017-04-05,1259407,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1778251
2017-04-06,1860508,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1548170
2017-04-07,1376191,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1243550
2017-04-10,1203368,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1025248
2017-04-11,4117983,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1520703
2017-04-12,2676915,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,1258152
2017-04-13,1936902,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,863990
2017-04-17,1221409,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1569436
2017-04-18,1492698,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,1241164
2017-04-19,1257072,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,2096351
2017-04-20,1717929,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,1569985
2017-04-21,2015289,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2189351
2017-04-24,1446568,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2257682
2017-04-25,1312688,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,2181857
2017-04-26,1469882,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1834961
2017-04-27,1627592,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,1529024
2017-04-28,1705625,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,3078163
2017-05-01,1550227,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1897018
2017-05-02,2017094,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1693069
2017-05-03,1778251,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,1702565
2017-05-04,1548170,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,2615560
2017-05-05,1243550,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,1571536
2017-05-08,1025248,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,2189984
2017-05-09,1520703,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1559975
2017-05-10,1258152,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1566289
2017-05-11,863990,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1347633
2017-05-12,1569436,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1578292
2017-05-15,1241164,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1472226
2017-05-16,2096351,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1032600
2017-05-17,1569985,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1839737
2017-05-18,2189351,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1934996
2017-05-19,2257682,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,1654441
2017-05-22,2181857,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,4264780
2017-05-23,1834961,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,7510578
2017-05-24,1529024,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,4105470
2017-05-25,3078163,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,2772812
2017-05-26,1897018,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,1535237
2017-05-30,1693069,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2576416
2017-05-31,1702565,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2552411
2017-06-01,2615560,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,2100441
2017-06-02,1571536,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1666245
2017-06-05,2189984,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1473282
2017-06-06,1559975,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1968022
2017-06-07,1566289,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,1617604
2017-06-08,1347633,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,3486602
2017-06-09,1578292,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2352814
2017-06-12,1472226,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,2579658
2017-06-13,1032600,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1527210
2017-06-14,1839737,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1203468
2017-06-15,1934996,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,1092596
2017-06-16,1654441,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2157514
2017-06-19,4264780,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,2383659
2017-06-20,7510578,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,1821710
2017-06-21,4105470,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,2247944
2017-06-22,2772812,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,3473861
2017-06-23,1535237,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,2879785
2017-06-26,2576416,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1535542
2017-06-27,2552411,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1060391
2017-06-28,2100441,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1191537
2017-06-29,1666245,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1357538
2017-06-30,1473282,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1593786
2017-07-03,1968022,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1489574,1489574
2017-07-05,1617604,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1489574,1638980,1638980
2017-07-06,3486602,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1489574,1638980,2249516,2249516
2017-07-07,2352814,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1489574,1638980,2249516,965439,965439
2017-07-10,2579658,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1489574,1638980,2249516,965439,1146033,1146033
2017-07-11,1527210,1203468,1092596,2157514,2383659,1821710,2247944,3473861,2879785,1535542,1060391,1191537,1357538,1593786,1489574,1638980,2249516,965439,1146033,2976519,2976519
